Tarih;Şimdi;Açılış;Yüksek;Düşük;Hac.;Fark %
2.04.2020;4,95;4,93;4,95;4,81;2,58M;1,43%
3.04.2020;5,1;4,99;5,16;4,94;5,42M;3,03%
6.04.2020;5,16;5,13;5,21;5,11;4,55M;1,18%
7.04.2020;4,94;5,2;5,23;4,94;5,87M;-4,26%
8.04.2020;4,94;4,95;4,99;4,88;11,70M;0,00%
9.04.2020;4,96;4,97;5;4,93;7,07M;0,40%
10.04.2020;5,02;4,96;5,07;4,95;5,21M;1,21%
13.04.2020;5,03;4,99;5,15;4,95;4,61M;0,20%
14.04.2020;5,09;5,09;5,13;5,06;7,61M;1,19%
15.04.2020;4,94;5,11;5,11;4,94;4,54M;-2,95%
16.04.2020;5;4,96;5,02;4,91;4,17M;1,21%
17.04.2020;5,06;5,04;5,09;4,98;5,22M;1,20%
20.04.2020;5,05;5,09;5,12;5,03;5,38M;-0,20%
21.04.2020;4,99;5,04;5,04;4,96;5,32M;-1,19%
22.04.2020;5,14;5,02;5,21;4,98;8,85M;3,01%
24.04.2020;5,48;5,16;5,65;5,14;20,99M;6,61%
27.04.2020;5,6;5,56;5,64;5,4;13,58M;2,19%
28.04.2020;5,67;5,64;5,84;5,59;16,41M;1,25%
29.04.2020;5,89;5,71;5,89;5,67;10,11M;3,88%
30.04.2020;6,12;5,91;6,22;5,91;18,46M;3,90%
4.05.2020;6,04;6,04;6,2;5,97;13,55M;-1,31%
5.05.2020;5,87;6,14;6,14;5,75;9,38M;-2,81%
6.05.2020;6;5,87;6,13;5,77;13,17M;2,21%
7.05.2020;5,89;6;6;5,85;3,74M;-1,83%
8.05.2020;5,93;5,92;5,99;5,87;7,95M;0,68%
11.05.2020;5,95;5,95;6;5,89;4,28M;0,34%
12.05.2020;5,99;5,97;6,14;5,95;6,92M;0,67%
13.05.2020;5,93;6,01;6,1;5,91;5,68M;-1,00%
14.05.2020;6,04;5,94;6,16;5,88;10,76M;1,85%
15.05.2020;6,23;6,1;6,27;6,04;10,11M;3,15%
18.05.2020;6,55;6,34;6,62;6,34;13,66M;5,14%
20.05.2020;6,27;6,58;6,59;6,27;8,11M;-4,27%
21.05.2020;6,33;6,28;6,48;6,28;6,53M;0,96%
22.05.2020;6,4;6,32;6,42;6,26;3,86M;1,11%
27.05.2020;6,43;6,48;6,55;6,38;6,24M;0,47%
28.05.2020;6,28;6,48;6,48;6,22;4,74M;-2,33%
29.05.2020;6,45;6,31;6,45;6,22;4,84M;2,71%
1.06.2020;6,39;6,45;6,45;6,33;4,05M;-0,93%
2.06.2020;6,39;6,41;6,44;6,34;4,59M;0,00%
3.06.2020;6,69;6,44;6,69;6,43;8,51M;4,69%
4.06.2020;6,6;6,71;6,75;6,58;6,08M;-1,35%
5.06.2020;6,64;6,64;6,68;6,57;3,86M;0,61%
8.06.2020;6,63;6,64;6,68;6,52;4,10M;-0,15%
9.06.2020;6,56;6,65;6,69;6,53;4,61M;-1,06%
10.06.2020;6,47;6,57;6,57;6,44;5,87M;-1,37%
11.06.2020;6,5;6,42;6,52;6,4;3,30M;0,46%
12.06.2020;6,6;6,42;6,62;6,41;6,33M;1,54%
15.06.2020;6,55;6,52;6,55;6,49;3,65M;-0,76%
16.06.2020;6,61;6,6;6,71;6,57;7,67M;0,92%
17.06.2020;6,6;6,63;6,66;6,54;4,61M;-0,15%
18.06.2020;6,6;6,61;6,63;6,55;4,10M;0,00%
19.06.2020;6,56;6,64;6,65;6,49;4,02M;-0,61%
22.06.2020;6,57;6,53;6,59;6,52;3,07M;0,15%
23.06.2020;6,69;6,58;6,7;6,57;6,62M;1,83%
24.06.2020;6,62;6,72;6,74;6,6;4,36M;-1,05%
25.06.2020;6,64;6,62;6,7;6,56;4,28M;0,30%
26.06.2020;6,61;6,68;6,69;6,6;2,99M;-0,45%
29.06.2020;6,61;6,61;6,66;6,59;3,48M;0,00%
30.06.2020;6,84;6,64;6,86;6,64;9,70M;3,48%
1.07.2020;6,86;6,86;6,99;6,8;7,24M;0,29%
2.07.2020;6,86;6,89;7;6,86;3,37M;0,00%
3.07.2020;6,85;6,88;6,97;6,8;3,28M;-0,15%
6.07.2020;7,04;6,95;7,11;6,88;5,65M;2,77%
7.07.2020;7,03;7,04;7,24;6,96;7,55M;-0,14%
8.07.2020;7,08;7,05;7,16;7,03;4,51M;0,71%
9.07.2020;6,84;7,11;7,22;6,8;3,34M;-3,39%
10.07.2020;6,84;6,84;6,84;6,53;4,66M;0,00%
13.07.2020;7,05;6,92;7,05;6,88;4,47M;3,07%
14.07.2020;6,97;7,05;7,05;6,84;2,74M;-1,13%
16.07.2020;7,04;6,99;7,04;6,92;2,84M;1,00%
17.07.2020;6,96;7,04;7,04;6,93;1,95M;-1,14%
20.07.2020;6,93;6,96;7,03;6,9;1,96M;-0,43%
21.07.2020;6,76;6,97;6,98;6,75;3,49M;-2,45%
22.07.2020;6,76;6,88;6,88;6,69;2,09M;0,00%
23.07.2020;6,76;6,78;6,87;6,76;2,51M;0,00%
24.07.2020;6,72;6,76;6,78;6,67;2,68M;-0,59%
27.07.2020;6,71;6,74;6,8;6,68;2,09M;-0,15%
28.07.2020;6,83;6,75;6,95;6,68;7,36M;1,79%
29.07.2020;6,68;6,95;6,95;6,61;6,19M;-2,20%
30.07.2020;6,59;6,7;6,7;6,59;1,49M;-1,35%
4.08.2020;6,56;6,72;6,72;6,45;5,23M;-0,46%
5.08.2020;6,87;6,56;6,87;6,39;4,90M;4,73%
6.08.2020;6,68;6,85;6,85;6,48;5,12M;-2,77%
7.08.2020;6,76;6,64;7,03;6,33;5,54M;1,20%
10.08.2020;7,02;6,76;7,07;6,68;3,64M;3,85%
11.08.2020;7,1;7,07;7,15;6,91;6,07M;1,14%
12.08.2020;6,99;7,13;7,13;6,93;2,02M;-1,55%
13.08.2020;6,76;7;7,06;6,72;2,81M;-3,29%
14.08.2020;6,86;6,75;6,86;6,68;2,12M;1,48%
17.08.2020;6,76;6,86;6,88;6,73;1,89M;-1,46%
18.08.2020;6,83;6,79;6,91;6,76;3,40M;1,04%
19.08.2020;6,94;6,87;7,23;6,64;16,30M;1,61%
20.08.2020;6,92;7,01;7,09;6,84;11,13M;-0,29%
21.08.2020;6,74;7,03;7,03;6,68;7,24M;-2,60%
24.08.2020;6,68;6,74;6,79;6,61;2,17M;-0,89%
25.08.2020;6,58;6,68;6,69;6,45;2,74M;-1,50%
26.08.2020;6,48;6,55;6,55;6,42;2,88M;-1,52%
27.08.2020;6,51;6,52;6,53;6,46;2,07M;0,46%
28.08.2020;6,46;6,54;6,54;6,42;2,47M;-0,77%
31.08.2020;6,49;6,46;6,49;6,37;2,53M;0,46%
1.09.2020;6,66;6,44;6,68;6,38;4,24M;2,62%
2.09.2020;6,59;6,65;6,65;6,55;2,05M;-1,05%
3.09.2020;6,5;6,59;6,62;6,45;1,90M;-1,37%
4.09.2020;6,51;6,5;6,53;6,43;1,72M;0,15%
7.09.2020;6,58;6,53;6,59;6,49;1,30M;1,08%
8.09.2020;6,5;6,61;6,61;6,46;2,05M;-1,22%
9.09.2020;6,67;6,53;6,74;6,49;7,36M;2,62%
10.09.2020;6,62;6,68;6,69;6,51;3,74M;-0,75%
11.09.2020;6,78;6,64;6,95;6,59;4,88M;2,42%
14.09.2020;6,92;6,78;7,01;6,78;4,58M;2,06%
15.09.2020;6,94;6,92;7;6,84;3,86M;0,29%
16.09.2020;6,85;6,96;6,97;6,8;2,23M;-1,30%
17.09.2020;6,89;6,85;6,89;6,71;3,54M;0,58%
18.09.2020;6,92;6,9;7,03;6,87;2,98M;0,44%
21.09.2020;6,95;6,93;7,07;6,88;2,89M;0,43%
22.09.2020;6,88;6,98;6,99;6,83;2,53M;-1,01%
23.09.2020;6,9;6,9;6,99;6,88;1,92M;0,29%
24.09.2020;6,89;6,9;6,95;6,84;1,65M;-0,14%
25.09.2020;6,88;6,91;6,95;6,85;1,35M;-0,15%
28.09.2020;6,93;6,91;6,93;6,85;1,59M;0,73%
29.09.2020;7;6,98;7,07;6,9;3,51M;1,01%
30.09.2020;7,09;7,07;7,14;7,03;2,59M;1,29%
1.10.2020;7,05;7,16;7,19;6,99;3,04M;-0,56%
2.10.2020;7,03;7,03;7,09;6,99;1,60M;-0,28%
5.10.2020;7,03;7,07;7,07;6,99;1,58M;0,00%
6.10.2020;7,15;7,05;7,17;7,03;5,43M;1,71%
7.10.2020;7,4;7,15;7,43;7,07;7,80M;3,50%
8.10.2020;7,38;7,43;7,53;7,25;3,29M;-0,27%
9.10.2020;7,41;7,38;7,48;7,36;2,01M;0,41%
12.10.2020;7,36;7,48;7,56;7,36;3,62M;-0,67%
13.10.2020;7,35;7,38;7,45;7,32;3,06M;-0,14%
14.10.2020;7,46;7,35;7,69;7,35;9,33M;1,50%
15.10.2020;7,46;7,46;7,5;7,38;2,46M;0,00%
16.10.2020;7,5;7,47;7,56;7,46;2,70M;0,54%
19.10.2020;7,43;7,5;7,58;7,36;5,52M;-0,93%
20.10.2020;7,48;7,45;7,55;7,42;3,58M;0,67%
21.10.2020;7,55;7,5;7,57;7,49;2,79M;0,94%
22.10.2020;7,63;7,57;7,75;7,45;4,93M;1,06%
23.10.2020;7,55;7,63;7,63;7,41;2,20M;-1,05%
26.10.2020;7,41;7,54;7,54;7,14;3,92M;-1,85%
27.10.2020;7,32;7,35;7,38;7,19;2,07M;-1,21%
28.10.2020;7,15;7,32;7,32;7,11;1,60M;-2,32%
30.10.2020;7,15;7,11;7,15;6,7;4,97M;0,00%
2.11.2020;7,49;7,15;7,49;7,15;3,64M;4,76%
3.11.2020;7,55;7,49;7,57;7,3;4,55M;0,80%
4.11.2020;7,62;7,67;7,75;7,45;7,00M;0,93%
5.11.2020;7,61;7,65;7,67;7,55;4,96M;-0,13%
6.11.2020;7,81;7,61;7,88;7,59;4,77M;2,63%
9.11.2020;7,82;7,88;7,93;7,72;5,30M;0,13%
10.11.2020;7,79;7,81;7,83;7,69;3,48M;-0,38%
11.11.2020;7,73;7,79;7,83;7,73;3,96M;-0,77%
12.11.2020;7,73;7,76;8;7,69;7,84M;0,00%
13.11.2020;8,04;7,73;8,04;7,73;4,19M;4,01%
16.11.2020;7,79;8,17;8,21;7,69;14,88M;-3,11%
17.11.2020;7,73;7,79;7,79;7,67;6,52M;-0,77%
18.11.2020;7,79;7,75;7,83;7,69;5,41M;0,78%
19.11.2020;7,72;7,78;7,84;7,63;6,60M;-0,90%
20.11.2020;7,9;7,72;8,01;7,69;8,68M;2,33%
23.11.2020;7,98;7,91;8,12;7,91;9,36M;1,01%
24.11.2020;8,35;8,04;8,38;8,01;8,84M;4,64%
25.11.2020;8,27;8,35;8,44;8,27;9,09M;-0,96%
26.11.2020;8,31;8,31;8,35;8,21;5,31M;0,48%
27.11.2020;8,43;8,35;8,46;8,31;4,19M;1,44%
30.11.2020;8,58;8,43;8,79;8,35;9,17M;1,78%
1.12.2020;8,68;8,66;8,76;8,59;3,95M;1,17%
2.12.2020;8,66;8,68;8,86;8,6;5,06M;-0,23%
3.12.2020;8,56;8,69;8,7;8,54;4,81M;-1,15%
4.12.2020;8,74;8,53;8,85;8,51;5,16M;2,10%
7.12.2020;8,83;8,74;8,95;8,72;5,18M;1,03%
8.12.2020;8,93;8,86;8,97;8,66;7,71M;1,13%
9.12.2020;8,69;8,97;9,01;8,69;4,51M;-2,69%
10.12.2020;8,62;8,71;8,76;8,62;2,45M;-0,81%
11.12.2020;8,84;8,61;8,91;8,58;6,09M;2,55%
14.12.2020;8,77;8,84;8,93;8,76;2,66M;-0,79%
15.12.2020;8,78;8,79;8,86;8,76;1,63M;0,11%
16.12.2020;8,63;8,81;8,83;8,54;3,68M;-1,71%
17.12.2020;8,58;8,66;8,69;8,47;5,22M;-0,58%
18.12.2020;8,9;8,6;8,9;8,57;4,95M;3,73%
21.12.2020;9,02;8,87;9,05;8,73;7,93M;1,35%
22.12.2020;9,26;9,11;9,32;9,04;4,99M;2,66%
23.12.2020;9,3;9,34;9,47;9,24;4,53M;0,43%
24.12.2020;9,33;9,32;9,47;9,24;3,63M;0,32%
25.12.2020;9,24;9,35;9,38;9,18;1,86M;-0,96%
28.12.2020;9,4;9,27;9,44;9,26;2,80M;1,73%
29.12.2020;9,9;9,51;10,22;9,45;19,19M;5,32%
30.12.2020;9,9;9,92;9,94;9,78;3,57M;0,00%
31.12.2020;9,94;9,93;10,14;9,81;4,85M;0,40%
4.01.2021;10,56;10,01;10,65;9,9;7,61M;6,24%
5.01.2021;10,71;10,56;10,93;10,33;9,62M;1,42%
6.01.2021;10,59;10,87;10,91;10,57;4,57M;-1,12%
7.01.2021;10,48;10,61;10,64;10,34;4,62M;-1,04%
8.01.2021;10,22;10,52;10,52;10,19;7,90M;-2,48%
11.01.2021;9,88;10,23;10,29;9,82;11,33M;-3,33%
12.01.2021;9,93;9,98;9,98;9,84;5,85M;0,51%
13.01.2021;9,78;9,96;9,98;9,7;6,15M;-1,51%
14.01.2021;9,64;9,8;9,83;9,43;9,64M;-1,43%
15.01.2021;9,87;9,64;10,05;9,56;12,73M;2,39%
18.01.2021;10,04;9,94;10,14;9,9;13,15M;1,72%
19.01.2021;9,97;10,13;10,17;9,97;7,09M;-0,70%
20.01.2021;9,83;10;10,02;9,81;4,49M;-1,40%
21.01.2021;10,05;9,85;10,13;9,83;9,31M;2,24%
22.01.2021;9,91;10,08;10,12;9,86;6,27M;-1,39%
25.01.2021;10,37;9,94;10,47;9,93;16,29M;4,64%
26.01.2021;10,13;10,37;10,38;10,09;7,88M;-2,31%
27.01.2021;9,39;10,18;10,2;9,39;8,84M;-7,31%
28.01.2021;9,54;9,32;9,59;9,02;7,10M;1,60%
29.01.2021;9,39;9,42;9,71;9,32;6,90M;-1,57%
1.02.2021;9,68;9,47;9,82;9,47;4,77M;3,09%
2.02.2021;9,68;9,77;9,9;9,59;6,16M;0,00%
3.02.2021;9,71;9,72;9,82;9,54;4,68M;0,31%
4.02.2021;9,67;9,73;9,83;9,65;6,90M;-0,41%
5.02.2021;9,52;9,71;9,74;9,51;6,85M;-1,55%
8.02.2021;9,46;9,62;9,63;9,46;4,38M;-0,63%
9.02.2021;9,54;9,51;9,63;9,51;4,60M;0,85%
10.02.2021;9,39;9,59;9,63;9,36;7,95M;-1,57%
11.02.2021;9,47;9,39;9,58;9,35;5,96M;0,85%
12.02.2021;9,7;9,51;9,81;9,43;12,03M;2,43%
15.02.2021;9,93;9,86;10,03;9,84;10,02M;2,37%
16.02.2021;9,74;9,98;10,08;9,63;9,94M;-1,91%
17.02.2021;9,65;9,78;9,86;9,63;7,18M;-0,92%
18.02.2021;9,86;9,7;9,91;9,64;12,41M;2,18%
19.02.2021;10,42;9,92;10,76;9,89;37,44M;5,68%
22.02.2021;10,52;10,73;11,11;10,48;23,46M;0,96%
23.02.2021;9,71;9,94;10,13;9,59;22,11M;-7,70%
24.02.2021;9,05;9,7;9,74;8,86;18,55M;-6,80%
25.02.2021;8,86;9,19;9,25;8,68;13,57M;-2,10%
26.02.2021;9,05;8,54;9,11;8,5;11,36M;2,14%
1.03.2021;9,3;9,19;9,33;9;10,49M;2,76%
2.03.2021;9,12;9,29;9,33;9,12;7,11M;-1,94%
3.03.2021;9,06;9,18;9,4;9,04;11,84M;-0,66%
4.03.2021;8,97;9,06;9,07;8,93;12,17M;-0,99%
5.03.2021;9,26;8,97;9,29;8,95;10,84M;3,23%
8.03.2021;9,31;9,42;9,42;9,14;9,13M;0,54%
9.03.2021;9,31;9,36;9,38;9,24;6,35M;0,00%
10.03.2021;9,43;9,36;9,58;9,32;7,41M;1,29%
11.03.2021;9,47;9,5;9,64;9,43;6,76M;0,42%
12.03.2021;9,7;9,5;9,7;9,41;6,35M;2,43%
15.03.2021;9,47;9,7;9,74;9,44;8,39M;-2,37%
16.03.2021;9,53;9,56;9,66;9,51;8,32M;0,63%
17.03.2021;9,48;9,55;9,66;9,42;6,96M;-0,52%
18.03.2021;9,31;9,51;9,6;9,25;6,31M;-1,79%
19.03.2021;9,47;9,34;9,55;9,22;11,05M;1,72%
22.03.2021;8,53;9,04;9,05;8,53;3,75M;-9,93%
23.03.2021;8,23;8,11;8,59;7,77;11,45M;-3,52%
24.03.2021;8,38;8,42;8,53;8,23;15,02M;1,82%
25.03.2021;8,9;8,47;9,12;8,45;24,89M;6,21%
26.03.2021;8,63;9,05;9,08;8,43;11,58M;-3,03%
29.03.2021;8,91;8,7;9,03;8,65;8,10M;3,24%
30.03.2021;8,93;8,9;9,08;8,72;8,03M;0,22%
31.03.2021;9,3;9,02;9,33;8,99;10,43M;4,14%
1.04.2021;9,4;9,36;9,52;9,28;9,41M;1,08%
2.04.2021;9,74;9,44;9,74;9,44;7,77M;3,62%
5.04.2021;9,71;9,8;9,9;9,69;6,05M;-0,31%
6.04.2021;9,67;9,76;9,9;9,67;8,05M;-0,41%
7.04.2021;9,55;9,67;9,78;9,45;8,81M;-1,24%
8.04.2021;9,74;9,63;9,74;9,55;9,48M;1,99%
9.04.2021;9,35;9,75;9,78;9,27;11,26M;-4,00%
12.04.2021;9,03;9,36;9,46;8,97;6,80M;-3,42%
13.04.2021;9,18;9,11;9,28;8,86;6,60M;1,66%
14.04.2021;9,25;9,26;9,41;9,22;5,02M;0,76%
15.04.2021;9,09;9,3;9,32;8,97;4,99M;-1,73%
16.04.2021;9,04;9,09;9,21;9;3,30M;-0,55%
19.04.2021;8,77;9,06;9,14;8,74;4,96M;-2,99%
20.04.2021;8,68;8,77;8,82;8,55;4,69M;-1,03%
21.04.2021;8,39;8,68;8,72;8,25;4,76M;-3,34%
22.04.2021;8,39;8,33;8,43;8,14;5,21M;0,00%
26.04.2021;8,58;8,39;8,59;8,36;3,36M;2,26%
27.04.2021;8,82;8,62;8,87;8,59;2,92M;2,80%
28.04.2021;8,57;8,83;8,86;8,55;3,40M;-2,83%
29.04.2021;8,9;8,63;8,9;8,63;2,66M;3,85%
30.04.2021;8,88;8,89;8,92;8,72;3,86M;-0,22%
3.05.2021;9,01;9;9,07;8,94;4,10M;1,48%
4.05.2021;9,1;9,05;9,27;9,04;6,11M;0,96%
5.05.2021;9,27;9,11;9,33;8,97;7,73M;1,90%
6.05.2021;9,05;9,3;9,34;9,03;5,54M;-2,42%
7.05.2021;8,99;9,09;9,13;8,92;4,40M;-0,57%
10.05.2021;9,18;9,04;9,23;9;3,88M;2,11%
11.05.2021;9,26;9,09;9,3;9,06;3,73M;0,85%
12.05.2021;9,15;9,25;9,27;9,12;1,24M;-1,21%
17.05.2021;9,11;9,29;9,29;9,07;4,25M;-0,47%
18.05.2021;9,15;9,14;9,25;9,07;7,32M;0,47%
20.05.2021;9,59;9,14;9,62;9,12;11,82M;4,81%
21.05.2021;9,45;9,59;9,74;9,39;14,24M;-1,44%
24.05.2021;9,62;9,55;9,68;9,44;6,91M;1,82%
25.05.2021;9,02;9,62;9,7;9,02;9,77M;-6,27%
26.05.2021;9,23;9,12;9,25;8,97;6,70M;2,29%
27.05.2021;9,46;9,23;9,46;9,18;6,27M;2,52%
28.05.2021;9,27;9,43;9,43;9,1;3,86M;-2,01%
31.05.2021;9,19;9,32;9,42;9,18;3,72M;-0,84%
1.06.2021;9,14;9,21;9,34;9,12;4,64M;-0,56%
2.06.2021;9,44;9,09;9,49;9,06;7,51M;3,30%
3.06.2021;9,3;9,49;9,52;9,18;5,64M;-1,55%
4.06.2021;9,35;9,34;9,52;9,32;6,09M;0,56%
7.06.2021;9,29;9,37;9,39;9,26;4,79M;-0,65%
8.06.2021;9,25;9,3;9,37;9,25;3,90M;-0,37%
9.06.2021;9,22;9,27;9,3;9,19;3,10M;-0,37%
10.06.2021;9,14;9,24;9,31;9,13;4,66M;-0,84%
11.06.2021;9,05;9,17;9,18;9,03;3,23M;-1,04%
14.06.2021;9,01;9,09;9,1;8,92;4,11M;-0,38%
15.06.2021;8,85;8,99;9,01;8,8;4,80M;-1,82%
16.06.2021;8,91;8,86;8,96;8,7;5,15M;0,68%
17.06.2021;8,81;8,85;8,92;8,77;5,02M;-1,06%
18.06.2021;8,83;8,83;8,87;8,69;2,89M;0,20%
21.06.2021;8,94;8,82;8,94;8,65;3,42M;1,27%
22.06.2021;8,97;8,94;9;8,87;2,18M;0,29%
23.06.2021;9,02;9,01;9,04;8,93;2,77M;0,58%
24.06.2021;9,16;9,05;9,18;9,03;3,03M;1,53%
25.06.2021;9,17;9,26;9,38;9,12;5,44M;0,09%
28.06.2021;9,05;9,18;9,2;8,93;3,28M;-1,22%
29.06.2021;8,88;9,1;9,1;8,81;2,94M;-1,90%
30.06.2021;8,93;8,93;9,02;8,91;2,97M;0,49%
1.07.2021;9,02;8,96;9,07;8,94;1,98M;1,06%
2.07.2021;9,06;9,03;9,11;8,97;1,61M;0,48%
5.07.2021;9,12;9,08;9,18;9,07;1,53M;0,67%
6.07.2021;9,11;9,15;9,2;9,07;2,31M;-0,19%
7.07.2021;9,1;9,13;9,16;9,05;1,89M;-0,09%
8.07.2021;8,93;9,08;9,09;8,9;1,88M;-1,80%
9.07.2021;8,92;8,93;8,99;8,87;2,08M;-0,19%
12.07.2021;8,7;8,92;8,93;8,69;3,39M;-2,42%
13.07.2021;8,54;8,7;8,74;8,49;2,73M;-1,88%
14.07.2021;8,57;8,62;8,65;8,55;1,97M;0,40%
16.07.2021;8,61;8,57;8,64;8,43;3,73M;0,40%
19.07.2021;8,55;8,55;8,57;8,49;1,38M;-0,70%
26.07.2021;8,56;8,61;8,62;8,55;2,29M;0,20%
27.07.2021;8,68;8,57;8,72;8,54;2,95M;1,41%
28.07.2021;8,73;8,68;8,79;8,68;2,07M;0,50%
29.07.2021;8,83;8,76;8,86;8,7;2,95M;1,19%
30.07.2021;8,8;8,82;8,83;8,68;4,00M;-0,39%
2.08.2021;8,91;8,82;8,93;8,75;2,83M;1,27%
3.08.2021;9,1;8,92;9,11;8,86;3,73M;2,13%
4.08.2021;9,15;9,14;9,24;9,12;2,37M;0,57%
5.08.2021;9,13;9,13;9,16;9;5,11M;-0,19%
6.08.2021;9,08;9,15;9,17;9,01;2,99M;-0,57%
9.08.2021;9,1;9,18;9,18;9,05;3,70M;0,19%
10.08.2021;9,21;9,13;9,28;9,05;4,86M;1,23%
11.08.2021;9,09;9,05;9,16;8,95;4,43M;-1,31%
12.08.2021;9,19;9,09;9,19;9,05;2,22M;1,14%
13.08.2021;9,17;9,2;9,21;9,11;1,81M;-0,28%
16.08.2021;9,24;9,18;9,34;9,17;3,55M;0,75%
17.08.2021;9,3;9,24;9,45;9,24;4,58M;0,75%
18.08.2021;9,24;9,32;9,36;9,24;1,59M;-0,74%
19.08.2021;9,13;9,19;9,24;9,11;2,55M;-1,12%
20.08.2021;9,27;9,12;9,28;9,12;3,18M;1,51%
23.08.2021;9,31;9,3;9,38;9,27;2,12M;0,47%
24.08.2021;9,41;9,36;9,43;9,29;3,62M;1,02%
25.08.2021;9,41;9,4;9,48;9,31;3,09M;0,00%
26.08.2021;9,35;9,43;9,45;9,26;1,93M;-0,64%
27.08.2021;9,57;9,35;9,59;9,28;4,90M;2,40%
31.08.2021;9,57;9,66;9,76;9,54;3,46M;0,00%
1.09.2021;9,81;9,57;9,82;9,55;4,68M;2,52%
2.09.2021;9,75;9,83;9,87;9,74;1,90M;-0,62%
3.09.2021;9,62;9,77;9,8;9,61;2,00M;-1,33%
6.09.2021;9,67;9,63;9,74;9,63;1,37M;0,45%
7.09.2021;9,62;9,67;9,74;9,53;1,59M;-0,54%
8.09.2021;9,55;9,59;9,64;9,42;2,34M;-0,63%
9.09.2021;9,65;9,57;9,69;9,48;1,65M;0,99%
10.09.2021;9,55;9,68;9,73;9,49;1,70M;-0,98%
13.09.2021;9,51;9,51;9,61;9,49;936,26K;-0,45%
14.09.2021;9,5;9,52;9,55;9,41;1,30M;-0,09%
15.09.2021;9,43;9,49;9,59;9,36;1,26M;-0,82%
16.09.2021;9,3;9,5;9,56;9,24;1,64M;-1,28%
17.09.2021;9,11;9,31;9,35;9,11;2,19M;-2,13%
20.09.2021;9,03;9,03;9,15;8,99;1,86M;-0,85%
21.09.2021;9,04;9,04;9,12;8,96;1,38M;0,10%
22.09.2021;9,06;9,06;9,14;8,94;1,62M;0,29%
23.09.2021;9,16;9,08;9,19;9,05;2,05M;1,05%
24.09.2021;8,92;9,13;9,15;8,9;2,37M;-2,64%
27.09.2021;8,93;8,94;8,99;8,85;1,89M;0,19%
28.09.2021;8,81;8,91;8,96;8,8;2,40M;-1,35%
29.09.2021;8,87;8,83;8,96;8,81;3,28M;0,59%
30.09.2021;8,99;8,91;8,99;8,75;4,85M;1,36%
1.10.2021;8,9;8,95;9,15;8,88;3,67M;-0,96%
4.10.2021;8,93;8,9;8,97;8,86;3,67M;0,29%
5.10.2021;8,92;8,91;9;8,86;2,54M;-0,10%
6.10.2021;8,89;8,88;8,94;8,78;2,12M;-0,29%
7.10.2021;8,92;8,93;8,99;8,88;2,68M;0,29%
8.10.2021;9,05;9,14;9,18;9,02;8,38M;1,45%
11.10.2021;9,09;9,05;9,13;9,04;3,56M;0,48%
12.10.2021;9,08;9,03;9,16;9,03;3,22M;-0,09%
13.10.2021;9,03;9,09;9,12;8,96;3,05M;-0,57%
14.10.2021;9,18;9,12;9,27;9,05;7,25M;1,72%
15.10.2021;9,22;9,21;9,25;9,05;4,27M;0,38%
18.10.2021;9,67;9,36;9,81;9,31;12,94M;4,86%
19.10.2021;9,6;9,68;9,74;9,53;4,93M;-0,71%
20.10.2021;9,69;9,62;9,82;9,6;6,25M;0,99%
21.10.2021;9,59;9,71;9,81;9,59;6,14M;-1,07%
22.10.2021;10,05;9,66;10,1;9,62;6,21M;4,77%
25.10.2021;10,06;10,05;10,28;9,92;6,37M;0,17%
26.10.2021;10,1;10,1;10,16;10,04;4,20M;0,34%
27.10.2021;10,1;10,12;10,13;9,94;3,57M;0,00%
28.10.2021;10,14;10,1;10,14;10,07;1,68M;0,43%
1.11.2021;10,19;10,16;10,23;10,12;4,18M;0,51%
2.11.2021;9,93;10,2;10,24;9,88;6,01M;-2,54%
3.11.2021;10,08;9,9;10,12;9,7;6,98M;1,48%
4.11.2021;10,06;10,18;10,22;9,93;6,00M;-0,26%
5.11.2021;10;10,06;10,13;9,98;4,16M;-0,51%
8.11.2021;10,02;10,03;10,06;9,95;2,99M;0,17%
9.11.2021;10,04;10,03;10,08;9,99;3,84M;0,17%
10.11.2021;10,03;10,04;10,08;9,94;4,42M;-0,09%
11.11.2021;9,99;10,06;10,11;9,96;3,46M;-0,34%
12.11.2021;9,95;10,04;10,04;9,87;3,09M;-0,43%
15.11.2021;10,16;10,01;10,18;9,98;9,17M;2,08%
16.11.2021;10,12;10,18;10,35;10,06;8,87M;-0,34%
17.11.2021;10,29;10,15;10,36;10,12;8,24M;1,62%
18.11.2021;10,48;10,31;10,6;10,17;15,24M;1,84%
19.11.2021;11,04;10,78;11,06;10,78;10,97M;5,35%
22.11.2021;11,23;11,09;11,32;10,99;8,48M;1,72%
23.11.2021;11,11;11,25;11,43;11;10,55M;-1,08%
24.11.2021;11,35;11,16;11,43;11,09;9,39M;2,17%
25.11.2021;11,27;11,37;11,49;11,18;4,67M;-0,68%
26.11.2021;11,06;11,23;11,23;10,93;4,28M;-1,91%
29.11.2021;11,27;11,06;11,32;10,96;5,31M;1,95%
30.11.2021;11,33;11,27;11,5;11,17;5,57M;0,54%
1.12.2021;11,94;11,55;11,94;11,42;5,70M;5,40%
2.12.2021;11,69;11,95;12,15;11,66;4,79M;-2,09%
3.12.2021;11,97;11,81;11,97;11,71;3,04M;2,36%
6.12.2021;12,33;12,06;12,36;11,96;4,69M;3,03%
7.12.2021;12,31;12,35;12,89;12,14;9,97M;-0,21%
